instant,dateday,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count,windspeed_category
13697,2012-07-29,Fall,2012,July,21,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,8.9981,72,199,271,Low Wind
13698,2012-07-29,Fall,2012,July,22,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,28.7,32.574999999999996,70.0,7.0015,31,117,148,Low Wind
13699,2012-07-29,Fall,2012,July,23,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,28.7,32.574999999999996,70.0,0.0,18,82,100,
13700,2012-07-30,Fall,2012,July,0,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,6.0032,12,46,58,Low Wind
13701,2012-07-30,Fall,2012,July,1,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,0.0,4,15,19,
13702,2012-07-30,Fall,2012,July,2,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,74.0,0.0,2,6,8,
13703,2012-07-30,Fall,2012,July,3,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,0.0,0,3,3,
13704,2012-07-30,Fall,2012,July,4,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,0.0,0,5,5,
13705,2012-07-30,Fall,2012,July,5,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,7.0015,4,43,47,Low Wind
13706,2012-07-30,Fall,2012,July,6,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,11.0014,6,155,161,Low Wind
13707,2012-07-30,Fall,2012,July,7,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,28.7,33.335,79.0,6.0032,14,455,469,Low Wind
13708,2012-07-30,Fall,2012,July,8,Non-Holiday,Monday,Working Day,Misty/Cloudy,29.52,34.849999999999994,74.0,7.0015,31,720,751,Low Wind
13709,2012-07-30,Fall,2012,July,9,Non-Holiday,Monday,Working Day,Misty/Cloudy,30.34,34.849999999999994,70.0,0.0,34,259,293,
13710,2012-07-30,Fall,2012,July,10,Non-Holiday,Monday,Working Day,Misty/Cloudy,30.34,34.849999999999994,66.0,15.001299999999999,54,135,189,Medium Wind
13711,2012-07-30,Fall,2012,July,11,Non-Holiday,Monday,Working Day,Misty/Cloudy,31.98,36.364999999999995,55.00000000000001,8.9981,69,146,215,Low Wind
13712,2012-07-30,Fall,2012,July,12,Non-Holiday,Monday,Working Day,Misty/Cloudy,31.16,35.605,57.99999999999999,7.0015,77,201,278,Low Wind
13713,2012-07-30,Fall,2012,July,13,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,11.0014,57,169,226,Low Wind
13714,2012-07-30,Fall,2012,July,14,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,15.001299999999999,87,167,254,Medium Wind
13715,2012-07-30,Fall,2012,July,15,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,16.997899999999998,51,185,236,Medium Wind
13716,2012-07-30,Fall,2012,July,16,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,19.0012,88,337,425,Medium Wind
13717,2012-07-30,Fall,2012,July,17,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,31.16,34.849999999999994,55.00000000000001,22.0028,62,765,827,Medium Wind
13718,2012-07-30,Fall,2012,July,18,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,31.16,35.605,57.99999999999999,27.999299999999998,77,735,812,Medium Wind
13719,2012-07-30,Fall,2012,July,19,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,11.0014,81,584,665,Low Wind
13720,2012-07-30,Fall,2012,July,20,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,15.001299999999999,78,384,462,Medium Wind
13721,2012-07-30,Fall,2012,July,21,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,12.998000000000001,71,251,322,Low Wind
13722,2012-07-30,Fall,2012,July,22,Non-Holiday,Monday,Working Day,Misty/Cloudy,28.7,33.335,74.0,15.001299999999999,47,183,230,Medium Wind
13723,2012-07-30,Fall,2012,July,23,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,12.998000000000001,34,116,150,Low Wind
13724,2012-07-31,Fall,2012,July,0,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,79.0,8.9981,11,27,38,Low Wind
13725,2012-07-31,Fall,2012,July,1,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,8.9981,3,18,21,Low Wind
13726,2012-07-31,Fall,2012,July,2,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,8.9981,0,8,8,Low Wind
13727,2012-07-31,Fall,2012,July,3,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,6.0032,1,5,6,Low Wind
13728,2012-07-31,Fall,2012,July,4,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,6.0032,0,6,6,Low Wind
13729,2012-07-31,Fall,2012,July,5,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,11.0014,5,40,45,Low Wind
13730,2012-07-31,Fall,2012,July,6,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,26.240000000000002,28.79,89.0,11.0014,2,192,194,Low Wind
13731,2012-07-31,Fall,2012,July,7,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,83.0,15.001299999999999,21,492,513,Medium Wind
13732,2012-07-31,Fall,2012,July,8,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,28.7,33.335,79.0,8.9981,30,730,760,Low Wind
13733,2012-07-31,Fall,2012,July,9,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,7.0015,31,302,333,Low Wind
13734,2012-07-31,Fall,2012,July,10,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,66.0,0.0,73,154,227,
13735,2012-07-31,Fall,2012,July,11,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,31.16,35.605,57.99999999999999,0.0,54,170,224,
13736,2012-07-31,Fall,2012,July,12,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,32.800000000000004,36.364999999999995,46.0,0.0,50,198,248,
13737,2012-07-31,Fall,2012,July,13,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.88,55.00000000000001,19.0012,69,219,288,Medium Wind
13738,2012-07-31,Fall,2012,July,14,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.88,55.00000000000001,19.0012,72,188,260,Medium Wind
13739,2012-07-31,Fall,2012,July,15,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,31.16,35.605,62.0,8.9981,29,115,144,Low Wind
13740,2012-07-31,Fall,2012,July,16,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,31.16,35.605,57.99999999999999,15.001299999999999,66,336,402,Medium Wind
13741,2012-07-31,Fall,2012,July,17,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,31.98,35.605,52.0,15.001299999999999,94,726,820,Medium Wind
13742,2012-07-31,Fall,2012,July,18,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,31.16,34.849999999999994,55.00000000000001,19.0012,99,758,857,Medium Wind
13743,2012-07-31,Fall,2012,July,19,Non-Holiday,Tuesday,Working Day,Light Precipitation,30.34,34.089999999999996,62.0,23.9994,90,524,614,Medium Wind
13744,2012-07-31,Fall,2012,July,20,Non-Holiday,Tuesday,Working Day,Light Precipitation,28.7,32.574999999999996,70.0,12.998000000000001,55,397,452,Low Wind
13745,2012-07-31,Fall,2012,July,21,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,79.0,12.998000000000001,60,292,352,Low Wind
13746,2012-07-31,Fall,2012,July,22,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,74.0,16.997899999999998,33,224,257,Medium Wind
13747,2012-07-31,Fall,2012,July,23,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,27.060000000000002,30.305,83.0,11.0014,20,127,147,Low Wind
13748,2012-08-01,Fall,2012,August,0,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,79.0,11.0014,3,44,47,Low Wind
13749,2012-08-01,Fall,2012,August,1,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,6.0032,5,28,33,Low Wind
13750,2012-08-01,Fall,2012,August,2,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.240000000000002,28.79,83.0,7.0015,0,13,13,Low Wind
13751,2012-08-01,Fall,2012,August,3,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.240000000000002,28.79,83.0,7.0015,0,7,7,Low Wind
13752,2012-08-01,Fall,2012,August,4,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,26.240000000000002,29.544999999999998,78.0,8.9981,1,3,4,Low Wind
13753,2012-08-01,Fall,2012,August,5,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,26.240000000000002,29.544999999999998,78.0,8.9981,3,46,49,Low Wind
13754,2012-08-01,Fall,2012,August,6,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.240000000000002,29.544999999999998,78.0,8.9981,6,179,185,Low Wind
13755,2012-08-01,Fall,2012,August,7,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,26.240000000000002,28.79,83.0,8.9981,19,468,487,Low Wind
13756,2012-08-01,Fall,2012,August,8,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,27.060000000000002,30.305,78.0,12.998000000000001,32,649,681,Low Wind
13757,2012-08-01,Fall,2012,August,9,Non-Holiday,Wednesday,Working Day,Misty/Cloudy,27.880000000000003,31.819999999999997,74.0,6.0032,34,316,350,Low Wind
13758,2012-08-01,Fall,2012,August,10,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,66.0,6.0032,61,175,236,Low Wind
13759,2012-08-01,Fall,2012,August,11,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,31.16,35.605,57.99999999999999,6.0032,54,180,234,Low Wind
13760,2012-08-01,Fall,2012,August,12,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,7.0015,75,209,284,Low Wind
13761,2012-08-01,Fall,2012,August,13,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,52.0,11.0014,59,221,280,Low Wind
13762,2012-08-01,Fall,2012,August,14,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,33.62,37.88,46.0,11.0014,88,175,263,Low Wind
13763,2012-08-01,Fall,2012,August,15,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,33.62,37.88,46.0,11.0014,89,206,295,Low Wind
13764,2012-08-01,Fall,2012,August,16,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.88,55.00000000000001,19.0012,93,386,479,Medium Wind
13765,2012-08-01,Fall,2012,August,17,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,11.0014,103,734,837,Low Wind
13766,2012-08-01,Fall,2012,August,18,Non-Holiday,Wednesday,Working Day,Light Precipitation,31.16,35.605,62.0,15.001299999999999,105,786,891,Medium Wind
13767,2012-08-01,Fall,2012,August,19,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,16.997899999999998,88,564,652,Medium Wind
13768,2012-08-01,Fall,2012,August,20,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,11.0014,65,448,513,Low Wind
13769,2012-08-01,Fall,2012,August,21,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,8.9981,36,284,320,Low Wind
13770,2012-08-01,Fall,2012,August,22,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,7.0015,37,251,288,Low Wind
13771,2012-08-01,Fall,2012,August,23,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,0.0,18,134,152,
13772,2012-08-02,Fall,2012,August,0,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,0.0,8,55,63,
13773,2012-08-02,Fall,2012,August,1,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,79.0,7.0015,6,36,42,Low Wind
13774,2012-08-02,Fall,2012,August,2,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,6.0032,3,8,11,Low Wind
13775,2012-08-02,Fall,2012,August,3,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,0.0,0,6,6,
13776,2012-08-02,Fall,2012,August,4,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,0.0,0,9,9,
13777,2012-08-02,Fall,2012,August,5,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,29.544999999999998,89.0,8.9981,4,37,41,Low Wind
13778,2012-08-02,Fall,2012,August,6,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,0.0,6,177,183,
13779,2012-08-02,Fall,2012,August,7,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,28.7,33.335,79.0,0.0,21,452,473,
13780,2012-08-02,Fall,2012,August,8,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,29.52,34.849999999999994,74.0,7.0015,21,718,739,Low Wind
13781,2012-08-02,Fall,2012,August,9,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,31.16,36.364999999999995,66.0,7.0015,31,312,343,Low Wind
13782,2012-08-02,Fall,2012,August,10,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.88,55.00000000000001,0.0,51,130,181,
13783,2012-08-02,Fall,2012,August,11,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,7.0015,59,167,226,Low Wind
13784,2012-08-02,Fall,2012,August,12,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,34.44,37.88,44.0,8.9981,56,230,286,Low Wind
13785,2012-08-02,Fall,2012,August,13,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,35.26,39.395,44.0,15.001299999999999,98,212,310,Medium Wind
13786,2012-08-02,Fall,2012,August,14,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,35.26,39.395,41.0,8.9981,54,171,225,Low Wind
13787,2012-08-02,Fall,2012,August,15,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,31.98,37.12,62.0,31.0009,68,202,270,High Wind
13788,2012-08-02,Fall,2012,August,16,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,33.62,37.88,46.0,12.998000000000001,71,335,406,Low Wind
13789,2012-08-02,Fall,2012,August,17,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,16.997899999999998,90,775,865,Medium Wind
13790,2012-08-02,Fall,2012,August,18,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,32.800000000000004,38.635000000000005,59.0,15.001299999999999,86,681,767,Medium Wind
13791,2012-08-02,Fall,2012,August,19,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,32.800000000000004,39.395,63.0,11.0014,98,509,607,Low Wind
13792,2012-08-02,Fall,2012,August,20,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,31.98,37.88,66.0,0.0,51,376,427,
13793,2012-08-02,Fall,2012,August,21,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,31.16,36.364999999999995,66.0,15.001299999999999,41,301,342,Medium Wind
13794,2012-08-02,Fall,2012,August,22,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,30.34,34.849999999999994,70.0,12.998000000000001,35,227,262,Low Wind
13795,2012-08-02,Fall,2012,August,23,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,16.997899999999998,25,152,177,Medium Wind
13796,2012-08-03,Fall,2012,August,0,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,12.998000000000001,15,56,71,Low Wind
13797,2012-08-03,Fall,2012,August,1,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,12.998000000000001,11,32,43,Low Wind
13798,2012-08-03,Fall,2012,August,2,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,79.0,15.001299999999999,0,14,14,Medium Wind
13799,2012-08-03,Fall,2012,August,3,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,79.0,15.001299999999999,1,5,6,Medium Wind
13800,2012-08-03,Fall,2012,August,4,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,16.997899999999998,1,11,12,Medium Wind
13801,2012-08-03,Fall,2012,August,5,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,11.0014,2,35,37,Low Wind
13802,2012-08-03,Fall,2012,August,6,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,15.001299999999999,5,158,163,Medium Wind
13803,2012-08-03,Fall,2012,August,7,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,7.0015,25,396,421,Low Wind
13804,2012-08-03,Fall,2012,August,8,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,8.9981,32,636,668,Low Wind
13805,2012-08-03,Fall,2012,August,9,Non-Holiday,Friday,Working Day,Misty/Cloudy,30.34,34.849999999999994,66.0,7.0015,69,327,396,Low Wind
13806,2012-08-03,Fall,2012,August,10,Non-Holiday,Friday,Working Day,Misty/Cloudy,32.800000000000004,37.12,52.0,12.998000000000001,82,167,249,Low Wind
13807,2012-08-03,Fall,2012,August,11,Non-Holiday,Friday,Working Day,Misty/Cloudy,34.44,39.395,49.0,19.0012,77,186,263,Medium Wind
13808,2012-08-03,Fall,2012,August,12,Non-Holiday,Friday,Working Day,Misty/Cloudy,35.26,40.910000000000004,50.0,19.999499999999998,95,243,338,Medium Wind
13809,2012-08-03,Fall,2012,August,13,Non-Holiday,Friday,Working Day,Misty/Cloudy,35.26,40.150000000000006,47.0,19.0012,98,247,345,Medium Wind
13810,2012-08-03,Fall,2012,August,14,Non-Holiday,Friday,Working Day,Misty/Cloudy,35.26,39.395,44.0,16.997899999999998,102,229,331,Medium Wind
13811,2012-08-03,Fall,2012,August,15,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,36.08,40.910000000000004,42.0,16.997899999999998,112,268,380,Medium Wind
13812,2012-08-03,Fall,2012,August,16,Non-Holiday,Friday,Working Day,Misty/Cloudy,35.26,39.395,41.0,15.001299999999999,112,380,492,Medium Wind
13813,2012-08-03,Fall,2012,August,17,Non-Holiday,Friday,Working Day,Misty/Cloudy,34.44,40.150000000000006,53.0,19.0012,95,646,741,Medium Wind
13814,2012-08-03,Fall,2012,August,18,Non-Holiday,Friday,Working Day,Misty/Cloudy,33.62,40.150000000000006,59.0,16.997899999999998,98,573,671,Medium Wind
13815,2012-08-03,Fall,2012,August,19,Non-Holiday,Friday,Working Day,Misty/Cloudy,32.800000000000004,39.395,63.0,15.001299999999999,81,388,469,Medium Wind
13816,2012-08-03,Fall,2012,August,20,Non-Holiday,Friday,Working Day,Misty/Cloudy,31.98,37.88,66.0,15.001299999999999,89,300,389,Medium Wind
13817,2012-08-03,Fall,2012,August,21,Non-Holiday,Friday,Working Day,Misty/Cloudy,31.16,36.364999999999995,66.0,12.998000000000001,54,224,278,Low Wind
13818,2012-08-03,Fall,2012,August,22,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,31.16,36.364999999999995,70.0,16.997899999999998,46,156,202,Medium Wind
13819,2012-08-03,Fall,2012,August,23,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,30.34,35.605,79.0,8.9981,26,170,196,Low Wind
13820,2012-08-04,Fall,2012,August,0,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,30.34,35.605,79.0,11.0014,24,137,161,Low Wind
13821,2012-08-04,Fall,2012,August,1,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,35.605,84.0,12.998000000000001,23,99,122,Low Wind
13822,2012-08-04,Fall,2012,August,2,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,35.605,84.0,8.9981,20,64,84,Low Wind
13823,2012-08-04,Fall,2012,August,3,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,35.605,84.0,8.9981,11,19,30,Low Wind
13824,2012-08-04,Fall,2012,August,4,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,34.849999999999994,79.0,12.998000000000001,2,11,13,Low Wind
13825,2012-08-04,Fall,2012,August,5,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,28.7,33.335,84.0,15.001299999999999,1,16,17,Medium Wind
13826,2012-08-04,Fall,2012,August,6,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,28.7,33.335,84.0,15.001299999999999,12,37,49,Medium Wind
13827,2012-08-04,Fall,2012,August,7,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,34.849999999999994,77.0,11.0014,18,49,67,Low Wind
13828,2012-08-04,Fall,2012,August,8,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,30.34,36.364999999999995,72.0,12.998000000000001,49,132,181,Low Wind
13829,2012-08-04,Fall,2012,August,9,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,31.98,37.88,65.0,15.001299999999999,61,217,278,Medium Wind
13830,2012-08-04,Fall,2012,August,10,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,33.62,38.635000000000005,56.99999999999999,12.998000000000001,108,288,396,Low Wind
13831,2012-08-04,Fall,2012,August,11,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,35.26,40.150000000000006,47.0,16.997899999999998,155,315,470,Medium Wind
13832,2012-08-04,Fall,2012,August,12,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,35.26,39.395,40.0,23.9994,222,325,547,Medium Wind
13833,2012-08-04,Fall,2012,August,13,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,36.08,40.910000000000004,42.0,19.999499999999998,195,332,527,Medium Wind
13834,2012-08-04,Fall,2012,August,14,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,36.08,40.150000000000006,40.0,26.0027,183,289,472,Medium Wind
13835,2012-08-04,Fall,2012,August,15,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,36.08,40.910000000000004,42.0,27.999299999999998,205,284,489,Medium Wind
13836,2012-08-04,Fall,2012,August,16,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,36.9,40.910000000000004,39.0,19.999499999999998,197,253,450,Medium Wind
13837,2012-08-04,Fall,2012,August,17,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,36.08,39.395,37.0,19.999499999999998,179,313,492,Medium Wind
13838,2012-08-04,Fall,2012,August,18,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,35.26,39.395,41.0,22.0028,169,321,490,Medium Wind
13839,2012-08-04,Fall,2012,August,19,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,23.9994,133,264,397,Medium Wind
13840,2012-08-04,Fall,2012,August,20,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,19.999499999999998,117,195,312,Medium Wind
13841,2012-08-04,Fall,2012,August,21,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,32.800000000000004,38.635000000000005,59.0,16.997899999999998,96,193,289,Medium Wind
